country_code,gdp_per_capita_ppp,population,urban_population_pct,internet_users_pct,mobile_subscriptions,logistics_performance,gini_index,consumption_per_capita,data_collection_date,is_api_data
RWA,577.4183586750338,382168827.7781379,46.93401552270938,38.95609692326565,86.99296638333242,3.596422242832205,59.65717276785344,1433.1154171552346,2025-08-25 16:36:29.008176,False
SAU,33220.8023359673,1338431182.1722357,84.57914105843165,97.09506333380499,102.33582362409165,1.9452713269975905,29.73495415957087,31053.049721747506,2025-08-25 16:36:29.008217,False
SDN,742.5624987491871,1108097253.3396316,38.75743347904991,13.663981862034765,166.91926103065634,2.911390324172758,39.87463084033665,1488.742160973485,2025-08-25 16:36:29.008261,False
SEN,8309.999826057661,1323574175.3592982,36.634824728807246,35.70611900601097,190.38264296768878,3.7350498987368748,25.262129001711166,1146.2695179519012,2025-08-25 16:36:29.008304,False
SGP,26703.203890850742,382168827.7781379,92.81001108764956,98.43330975834421,86.99296638333242,3.596422242832205,59.65717276785344,40319.20034932579,2025-08-25 16:36:29.008345,False
SLB,4921.656789898646,803197956.988181,35.344081094552976,38.68491383187412,138.89550106320053,4.18603270809154,49.05016405296269,4136.0873277445835,2025-08-25 16:36:29.008388,False
SLE,1559.5270286738196,813072407.5863326,39.09942142012079,17.11290588037457,115.85435063513133,3.267147264765687,51.146486917519304,453.9917959727578,2025-08-25 16:36:29.008432,False
SLV,27950.78506683526,169682476.9171823,53.510504603461236,52.667268815572086,191.3782914950088,4.048057367182941,63.073451875311456,7080.105401819012,2025-08-25 16:36:29.008482,False
SMR,62657.75495744851,83750962.95380828,86.18935046550803,91.01485395307205,100.52113606857259,1.8224609955178164,50.029415675638326,49033.13348916767,2025-08-25 16:36:29.008523,False
SOM,1274.5781083150882,195576174.1636539,27.142466718949795,31.961445121234394,138.2442399130174,3.0726084370273954,46.31211579708674,1158.6931740602085,2025-08-25 16:36:29.008566,False
SRB,25192.86889823404,876729465.0122293,64.93485245661938,61.03706432203957,174.03324365018892,4.210288429811755,26.55752421659228,19558.784144720186,2025-08-25 16:36:29.008608,False
SSD,577.4183586750338,382168827.7781379,46.93401552270938,38.95609692326565,86.99296638333242,3.596422242832205,59.65717276785344,1433.1154171552346,2025-08-25 16:36:29.008651,False
STP,5661.803246114607,1361404711.1923301,62.39772262749064,24.295492799637586,143.95208206397686,2.647029735824161,59.24973831994058,5083.544905687748,2025-08-25 16:36:29.008694,False
SUR,12725.145543280534,409722797.47960573,62.50688656998816,71.65185366596465,146.2011478307875,3.6420530729242717,48.210944713360774,9676.277914955279,2025-08-25 16:36:29.008735,False
SVK,40987.27152095587,149816299.40431815,76.22518511048861,87.53058820549589,60.85906252395038,2.1529341673932345,64.61937151653436,39950.1548430705,2025-08-25 16:36:29.008781,False
SVN,45139.91785363034,1361404711.1923301,90.77651257082813,81.63228726386228,143.95208206397686,2.647029735824161,59.24973831994058,36504.622080732035,2025-08-25 16:36:29.008822,False
SWE,42040.71838293194,195576174.1636539,78.67319051353557,94.63621306581295,138.2442399130174,3.0726084370273954,46.31211579708674,33866.569227902204,2025-08-25 16:36:29.008863,False
SWZ,2966.117386567051,327151435.056111,36.67004574609629,58.99065820406238,145.6218328501731,2.0111664046611697,41.4291760040887,7250.974748930443,2025-08-25 16:36:29.008907,False
SXM,63059.26403644164,728067473.7119296,70.72847134717897,90.82935162842149,176.9455591319069,4.476503577463362,32.77629734724589,34647.53595562407,2025-08-25 16:36:29.008947,False
SYC,42040.71838293194,195576174.1636539,78.67319051353557,94.63621306581295,138.2442399130174,3.0726084370273954,46.31211579708674,33866.569227902204,2025-08-25 16:36:29.008988,False
SYR,1780.1544848233782,960537106.2833334,20.59976942288444,21.75697647495107,112.67954445775753,3.537613102824766,55.22028008846969,633.6236934485288,2025-08-25 16:36:29.009032,False
TCA,26957.396923696466,1169687368.3390317,87.14102607098356,84.01246023309287,86.24928285996238,4.333407939168339,41.592545429236644,44922.17671387698,2025-08-25 16:36:29.009073,False
TCD,533.7335117770307,414974825.9415728,21.31595757373894,14.508001100464167,186.7594525659168,3.603449414412234,41.749771215534125,1839.1568674470714,2025-08-25 16:36:29.009116,False
TGO,577.4183586750338,382168827.7781379,46.93401552270938,38.95609692326565,86.99296638333242,3.596422242832205,59.65717276785344,1433.1154171552346,2025-08-25 16:36:29.009159,False
THA,20024.55615236363,1446496715.6103134,52.236265265174005,63.42514452498439,195.203722667122,1.8612987693954222,51.17958865072636,16539.013985808324,2025-08-25 16:36:29.009201,False
TJK,3494.6913338122367,1338431182.1722357,51.24245390517695,64.98700877317103,102.33582362409165,1.9452713269975905,29.73495415957087,4156.150987147852,2025-08-25 16:36:29.009244,False
TKM,9713.0479311059,1216268308.5353005,54.03804111577656,79.00683638826007,102.66916787968924,4.059305123367355,63.82538292550758,16132.593391684208,2025-08-25 16:36:29.009285,False
TLS,4076.3536920209935,1173205989.4999964,52.3104502346059,37.301450505293296,110.6419978181952,2.8375870151883555,54.30655609771908,3350.4143247308552,2025-08-25 16:36:29.009328,False
TON,21528.843305491937,867881549.7333072,55.78339963929751,50.0529425853497,159.32977730150773,4.026446949777598,25.015743884806998,14852.381846144848,2025-08-25 16:36:29.009370,False
TTO,45139.91785363034,1361404711.1923301,90.77651257082813,81.63228726386228,143.95208206397686,2.647029735824161,59.24973831994058,36504.622080732035,2025-08-25 16:36:29.009410,False
TUN,5661.803246114607,1361404711.1923301,62.39772262749064,24.295492799637586,143.95208206397686,2.647029735824161,59.24973831994058,5083.544905687748,2025-08-25 16:36:29.009453,False
TUR,22027.44704136553,155421695.40794757,59.30813302768507,52.774032011593384,102.84782087686382,4.172625556784673,46.37574655174494,10275.149229958195,2025-08-25 16:36:29.009495,False
TUV,18206.603389091288,335330040.21814954,61.27784072812211,51.11291921935034,166.7469923825952,2.275777578281221,40.49326997402809,7057.3207473966095,2025-08-25 16:36:29.009537,False
TZA,5098.312433260353,195576174.1636539,40.61174292436402,58.516350173191995,138.2442399130174,3.0726084370273954,46.31211579708674,4634.772696240834,2025-08-25 16:36:29.009584,False
UGA,1866.4268354958672,1446496715.6103134,17.236265265174005,18.42514452498439,195.203722667122,1.8612987693954222,51.17958865072636,1614.5397572791412,2025-08-25 16:36:29.009626,False
UKR,23063.101982979402,83750962.95380828,72.66509065171124,70.29052043986955,100.52113606857259,1.8224609955178164,50.029415675638326,18277.31653599656,2025-08-25 16:36:29.009669,False
URY,27518.109089820344,879594938.6960355,75.08099636022625,81.6006186457686,53.89882658128772,2.7088117307179287,40.14847393788557,14798.547722058773,2025-08-25 16:36:29.009717,False
USA,33220.8023359673,1338431182.1722357,84.57914105843165,97.09506333380499,102.33582362409165,1.9452713269975905,29.73495415957087,31053.049721747506,2025-08-25 16:36:29.009759,False
UZB,8149.474229769063,867881549.7333072,32.43579953623965,20.07563226478528,159.32977730150773,4.026446949777598,25.015743884806998,5723.977980086581,2025-08-25 16:36:29.009802,False
VCT,29731.790454042388,358840058.82038546,50.48852069861459,78.65745263181334,74.09302486143694,4.438867629411917,48.288883483763826,12961.136042448516,2025-08-25 16:36:29.009845,False
VGB,69846.19982152496,1182762066.7871437,92.06125365931648,93.48248617502132,55.667838715359835,4.106052551753464,54.31322580948208,52357.60073317354,2025-08-25 16:36:29.009886,False
VIR,58822.108263729846,867881549.7333072,74.13099974235536,80.0287402606184,159.32977730150773,4.026446949777598,25.015743884806998,40269.33001807652,2025-08-25 16:36:29.009927,False
VNM,8149.474229769063,867881549.7333072,32.43579953623965,20.07563226478528,159.32977730150773,4.026446949777598,25.015743884806998,5723.977980086581,2025-08-25 16:36:29.009970,False
VUT,6639.365176859676,335330040.21814954,39.500080936157,21.589884599071915,166.7469923825952,2.275777578281221,40.49326997402809,2330.833737102054,2025-08-25 16:36:29.010014,False
WSM,16055.967141452134,1361404711.1923301,79.08711759915938,53.00684495974631,143.95208206397686,2.647029735824161,59.24973831994058,13381.11667522861,2025-08-25 16:36:29.010056,False
XKX,22027.44704136553,155421695.40794757,59.30813302768507,52.774032011593384,102.84782087686382,4.172625556784673,46.37574655174494,10275.149229958195,2025-08-25 16:36:29.010098,False
YEM,2826.470257926852,784537862.8011155,17.719023096891853,37.46975802212171,106.11629554768494,3.376138216205813,58.53043725372741,412.6599687072467,2025-08-25 16:36:29.010141,False
ZAF,14427.64493777702,803197956.988181,58.04539640687453,63.079439682311886,138.89550106320053,4.18603270809154,49.05016405296269,11204.524942115933,2025-08-25 16:36:29.010183,False
ZMB,3494.6913338122367,1338431182.1722357,51.24245390517695,64.98700877317103,102.33582362409165,1.9452713269975905,29.73495415957087,4156.150987147852,2025-08-25 16:36:29.010225,False
ZWE,6796.492884337591,1368787196.7179,56.068801933900424,49.46904373059923,51.04353345179927,2.7316482857733777,48.01761969212146,4428.8658861396725,2025-08-25 16:36:29.010268,False
